DSM_0059796008 7 1291.29
DSM_0492804253 6 155.333
DSM_0008318932 7 275.286
DSM_0048792633 18 491.278
DSM_0441398186 11 599.818
DSM_0201204367 5 508.2
DSM_0379960882 81 239.716
DSM_0257501630 13 87.1538
DSM_0300003089 16 140.125
DSM_0419869830 7 1032.14
DSM_0501786351 10 146.5
DSM_0086865872 250 244.492
DSM_0409459653 5 645.6
DSM_0001482504 14 165.357
DSM_0440917053 15 205.6
DSM_0149970336 74 542.014
DSM_0365215265 8 166.875
DSM_0301550586 11 289.455
DSM_0457472664 9 256.222
DSM_0411827099 458 110.535
DSM_0150559326 55 369.491
DSM_0151255203 8 165.25
DSM_0284640100 6 319.667
DSM_0293855514 44 179.159
DSM_0230869091 16 96.0625
DSM_0066891202 9 203.778
DSM_0034334136 46 334
DSM_0159132986 30 501.333
DSM_0135855482 40 108.4
DSM_0004485950 5 176.4
DSM_0189923635 12 62.1667
DSM_0216936243 26 526.115
DSM_0338798683 19 223.421
DSM_0041947930 18 212.778
DSM_0172560574 8 283.375
DSM_0408545933 6 185.167
DSM_0483853679 5 240
DSM_0355336236 50 170.78
DSM_0358490875 434 368.442
DSM_0081233970 27 125.778
DSM_0469134151 8 142.625
DSM_0398446535 30 168.5
DSM_0208854511 80 197.875
DSM_0360214850 12 227
DSM_0015166093 6 342.667
DSM_0406271396 92 1017.48
DSM_0461751268 6 185.167
DSM_0411873556 12 62.25
DSM_0448548216 23 879.391
DSM_0396860807 153 262.595
DSM_0330019251 15 206.933
DSM_0311356495 52 367.192
DSM_0208028258 10 187.4
DSM_0367189184 77 224.325
DSM_0089155975 6 260
DSM_0014403862 9 364.556
DSM_0314985521 14 354.357
DSM_0389488726 7 138.571
DSM_0339505600 18 295.944
DSM_0263877648 46 814.283
DSM_0127420927 10 231
DSM_0203991546 20 202.15
DSM_0104483497 45 130.133
DSM_0395585744 5 576.8
DSM_0025566745 27 141.296
DSM_0323207327 7 130.286
DSM_0016076710 18 92.8333
DSM_0080399623 29 217.862
DSM_0010197975 224 537.42
DSM_0418543699 5 151.4
DSM_0461797601 12 150.917
DSM_0125634376 22 211.5
DSM_0026158231 6 188.167
DSM_0284281565 53 159.208
DSM_0232921982 31 250.226
DSM_0426424840 7 180.286
DSM_0003702610 7 975.714
DSM_0051485542 11 553.727
DSM_0196488938 210 440.338
DSM_0091609527 22 131.227
DSM_0326515508 6 325.833
DSM_0181248419 24 242.458
DSM_0248610042 17 143.706
DSM_0400188643 9 496.556
DSM_0039806459 16 763.75
DSM_0145169167 5 248.4
DSM_0200069968 5 127.8
DSM_0129925888 14 109
DSM_0432672244 6 372.667
DSM_0120852966 72 441.431
DSM_0232010614 22 180.409
DSM_0259970280 22 97.0455
DSM_0046242302 7 76.4286
DSM_0456373411 34 626.206
DSM_0264948951 5 611.4
DSM_0110665045 50 614.6
DSM_0257034914 8 90.5
DSM_0266364453 7 82.8571
DSM_0156414551 8 127.25
DSM_0168052864 67 266.06
DSM_0221728515 7 128.571
DSM_0465607373 16 408.688
DSM_0301821117 25 180.2
DSM_0330826689 13 1044.15
DSM_0501852469 15 465.333
DSM_0406906733 6 604.5
DSM_0266571771 151 272.007
DSM_0057501331 17 175.471
DSM_0138979384 23 415.348
DSM_0171115094 88 131.636
DSM_0217431624 73 166.863
DSM_0359272332 69 543.377
DSM_0372925824 21 236.81
DSM_0431534378 45 549.444
DSM_0105071174 121 164.959
DSM_0281268478 21 104.762
DSM_0346606156 9 185.889
DSM_0250492066 56 420.482
DSM_0368855923 30 293.433
DSM_0011965858 15 178.8
DSM_0321391486 18 129.5
DSM_0409744489 200 125.71
DSM_0036314880 5 80.4
DSM_0212928625 22 449.364
DSM_0073570520 65 134.2
DSM_0371835291 69 193.725
DSM_0335165366 11 185.091
DSM_0238788718 6 112.833
DSM_0007382682 8 116.875
DSM_0380481841 29 404.138
DSM_0208173588 10 352.3
DSM_0122643944 19 149.211
DSM_0400321816 231 201.19
DSM_0442055009 5 781
DSM_0499097811 11 119.909
DSM_0317438040 17 517.176
DSM_0415084974 131 233.053
DSM_0306426097 19 255.158
DSM_0479642475 10 197.1
DSM_0339591243 34 292.618
DSM_0242041537 110 168.309
DSM_0426421245 14 230.286
DSM_0496759646 93 874.731
DSM_0160648382 18 452.833
DSM_0205254872 16 254.25
DSM_0166077436 907 563.82
DSM_0493924628 7 104.286
DSM_0102644657 8 427.875
DSM_0204287548 143 638.028
DSM_0430666663 6 205.167
DSM_0275906113 45 377.778
DSM_0293528180 7 196.714
DSM_0064874350 7 774.857
DSM_0497917512 10 447
DSM_0225302558 7 369.714
DSM_0195404892 30 239.1
DSM_0232762490 9 119.333
DSM_0397893106 18 391.333
DSM_0006859129 10 84
DSM_0177561866 174 675.511
DSM_0207703559 368 249.204
DSM_0066080496 5 349
DSM_0163081355 7 985.143
DSM_0457430603 14 680.929
DSM_0294985462 12 185.167
DSM_0162544809 5 464.4
DSM_0283847162 38 159.658
DSM_0271592203 43 414.721
DSM_0198802063 13 568.308
DSM_0421252142 14 331.786
DSM_0023674654 5 219.8
DSM_0031595290 12 277.75
DSM_0076345010 379 852.982
DSM_0223026714 26 630.538
DSM_0050617384 69 197.551
DSM_0219626127 11 563.273
DSM_0017263835 47 183.404
DSM_0205997103 5 566.8
DSM_0027819197 9 543.111
DSM_0479350215 6 64.5
DSM_0385844149 58 595.983
DSM_0374865103 5 89
DSM_0122858718 17 216.706
DSM_0058008263 11 109.091
DSM_0291337827 12 198.5
DSM_0407942391 11 617
DSM_0199315530 10 158
DSM_0188371360 5 281.2
DSM_0075240814 89 292.315
DSM_0081122691 8 290.375
DSM_0156500214 6 224.833
DSM_0344943770 6 467.5
DSM_0167025920 12 194.917
DSM_0475505185 24 725.75
DSM_0165721491 267 427.73
DSM_0421504486 5 130
DSM_0292276584 44 148.273
DSM_0209813950 18 96.5556
DSM_0061314460 5 194.6
DSM_0135155940 70 155.5
DSM_0339058236 28 312.893
DSM_0394710599 17 75.4118
DSM_0418145946 32 229.219
DSM_0136703045 98 248.531
DSM_0485116053 27 193.519
DSM_0085051679 6 462.167
DSM_0071144764 6 252.167
DSM_0035525380 7 243.571
DSM_0398450902 7 155.143
DSM_0217399362 20 536.1
DSM_0407421524 36 169.611
DSM_0052969961 24 248.625
DSM_0208276064 14 118.429
DSM_0026509000 18 448.667
DSM_0423805687 9 204.556
DSM_0138371979 58 242.259
DSM_0156701884 7 439.857
DSM_0119502388 17 149.647
DSM_0196315259 19 118.263
DSM_0288961449 5 343.2
DSM_0344721689 31 504.677
DSM_0448614830 20 278.55
DSM_0297815775 17 315.118
DSM_0072348528 98 242.245
DSM_0161850359 17 104.353
DSM_0198907271 9 216.667
DSM_0105860742 12 437.333
DSM_0056324396 80 181.3
DSM_0193174166 7 141.286
DSM_0301545945 5 84.2
DSM_0316367678 9 283.889
DSM_0235031386 5 581.4
DSM_0141591477 10 65.5
DSM_0156904997 709 410.068
DSM_0026638712 6 64
DSM_0461449170 143 567.203
DSM_0325077080 46 587.174
DSM_0457702413 266 141.305
DSM_0198070306 5 1097.2
DSM_0347481487 12 616.417
DSM_0155827295 73 278.521
DSM_0234023664 15 192.133
DSM_0238217080 5 98.2
DSM_0189639913 127 252.362
DSM_0470576784 25 269.4
DSM_0339284285 55 490.709
DSM_0029830997 18 413.111
DSM_0388107732 333 559.153
DSM_0445459012 7 189.143
DSM_0384406800 18 524.778
DSM_0499484885 228 222.504
DSM_0320155713 141 620.121
DSM_0322157549 64 168.656
DSM_0444237984 29 157.414
DSM_0236197126 25 262.2
DSM_0025618742 38 197.632
DSM_0334973561 202 211.327
DSM_0156095076 122 257.041
DSM_0072888304 26 247.731
DSM_0059888129 17 172.118
DSM_0300865577 12 161.75
DSM_0351282922 20 671.85
DSM_0045304683 14 221
DSM_0456664182 6 179.167
DSM_0192295539 5 219.2
DSM_0284814360 6 202.167
DSM_0328294626 5 202.6
DSM_0241248105 34 194.912
DSM_0338550711 221 290.928
DSM_0136405388 38 216.763
DSM_0033984764 5 230.4
DSM_0087941161 7 522.857
DSM_0404671136 36 545.444
DSM_0054763980 5 116.6
DSM_0199807614 53 220.208
DSM_0155952978 12 639.583
DSM_0237662543 16 247.875
DSM_0270636334 7 379
DSM_0413195274 15 191.733
DSM_0137726199 10 339.5
DSM_0081043522 5 569.2
DSM_0351697830 8 295.75
DSM_0226309122 44 188.682
DSM_0359126704 18 293.944
DSM_0004963506 14 283.5
DSM_0166747857 81 190.975
DSM_0179021960 10 80.5
DSM_0107245609 5 99
DSM_0202845449 5 400.8
DSM_0390683917 5 193.8
DSM_0401973249 10 439.1
DSM_0002573797 117 353.983
DSM_0290887275 25 409.24
DSM_0215420778 6 199.167
DSM_0395351574 14 250.643
DSM_0473378715 9 653.556
DSM_0118690665 15 146.467
DSM_0039998975 9 509
DSM_0460696388 89 375.472
DSM_0025710895 53 479.774
DSM_0054503684 155 258.29
DSM_0248783079 11 592
DSM_0257559774 158 446.392
DSM_0014177138 68 916.059
DSM_0147151933 406 402.953
DSM_0449997525 18 85.0556
DSM_0383658868 11 274.545
DSM_0065873401 71 267.056
DSM_0295868663 7 233.571
DSM_0136376223 41 218.268
DSM_0501422832 10 406.4
DSM_0492434628 10 314.9
DSM_0401611610 86 249.733
DSM_0131988982 37 308.514
DSM_0047407343 183 523.847
DSM_0402183355 11 134.455
DSM_0136389985 10 387.2
DSM_0221331017 8 408.375
DSM_0081302072 39 779.41
DSM_0376543576 54 208.074
DSM_0346544056 9 165.556
DSM_0377581406 21 364.095
DSM_0282470421 9 106.444
DSM_0046700428 6 329
DSM_0390517748 5 511.4
DSM_0172350599 5 218.2
DSM_0159957183 23 74.5652
DSM_0002825274 24 354.583
DSM_0418414439 44 864.705
DSM_0354618721 7 207
DSM_0212807280 38 153.132
DSM_0389370864 15 204.467
DSM_0182471764 12 69.0833
DSM_0491615920 150 827.84
DSM_0209232813 161 128.168
DSM_0113918948 351 203.561
DSM_0005007508 12 180.833
DSM_0189202400 12 125.667
DSM_0385207123 9 111.333
DSM_0431008670 12 96.3333
DSM_0055803156 51 531.333
DSM_0306873373 59 787
DSM_0499095781 11 472.818
DSM_0482693556 64 343.578
DSM_0484907575 2287 203.21
DSM_0163529117 12 215.333
DSM_0383376977 6 92.8333
DSM_0188773911 21 108.524
DSM_0491240558 7 141.143
DSM_0347381559 207 290.937
DSM_0004660805 109 599.927
DSM_0239251756 11 786.818
DSM_0226951269 8 86.25
DSM_0089635099 10 558
DSM_0248048950 34 119.353
DSM_0352679332 12 247.333
DSM_0184565569 151 574.298
DSM_0077474484 8 317
DSM_0031363628 18 179.667
DSM_0416309893 44 262.023
DSM_0169776728 6 373
DSM_0154307781 14 100.643
DSM_0277354444 7 257.571
DSM_0016542035 6 801.833
DSM_0306149583 22 246.591
DSM_0189312127 5 274.6
DSM_0173240467 95 287.337
DSM_0197414098 51 185.49
DSM_0193673597 46 206.957
DSM_0162103041 10 295.5
DSM_0123271304 71 276.817
DSM_0362416293 96 362.312
DSM_0059458070 10 92.2
DSM_0353613087 32 217.125
DSM_0434077554 53 309.113
DSM_0307538845 10 209
DSM_0160349320 11 227.909
DSM_0248324855 13 115
DSM_0115688912 17 63.4706
DSM_0062412799 12 127.75
DSM_0044665184 43 287.488
DSM_0232831138 6 397.333
DSM_0364135034 7 231.429
DSM_0462474625 11 87.8182
DSM_0271696746 75 133.2
DSM_0067098608 114 226.202
DSM_0202447037 16 91.6875
DSM_0129130791 22 432.545
DSM_0079981299 20 159.8
DSM_0024894787 21 218.476
DSM_0458314594 5 222.8
DSM_0233826489 30 285.7
DSM_0302792320 5 236.4
DSM_0213457555 16 240.188
DSM_0308017346 45 215.956
DSM_0397466334 41 488.878
DSM_0469147003 28 143.643
DSM_0313850159 11 120.455
DSM_0326821926 37 339.081
DSM_0024296637 9 173.889
DSM_0159020254 43 616.744
DSM_0005022994 8 166.25
DSM_0335380109 9 85.7778
DSM_0384627497 7 142.857
DSM_0177924375 1210 420.195
DSM_0016420467 12 540.917
DSM_0260606263 5 874.4
DSM_0391512409 7 290
DSM_0161212867 11 120.909
DSM_0139335615 7 473.429
DSM_0207801900 39 276.077
DSM_0139259865 11 85.9091
DSM_0216916394 5 95.8
DSM_0036321837 10 387.5
DSM_0344082539 7 99.5714
DSM_0352728662 8 155.875
DSM_0440720891 13 75.7692
DSM_0131023252 10 124.4
DSM_0108823964 6 559.333
DSM_0331065365 12 169.667
DSM_0458233559 6 155.5
DSM_0471873810 14 208.143
DSM_0326976474 147 327.306
DSM_0375842559 16 336.562
DSM_0200413819 8 137.25
DSM_0174490654 73 655.644
DSM_0313796489 9 142.333
DSM_0409754888 7 319.286
DSM_0459734267 354 306.514
DSM_0485780400 69 263.696
DSM_0290343699 11 861.273
DSM_0025982096 46 528.761
DSM_0085817457 51 92.7059
DSM_0433477275 70 492.257
DSM_0189930324 5 68.8
DSM_0175981309 8 79.875
DSM_0300616779 9 279
DSM_0330464180 47 345.106
DSM_0233163067 9 768.778
DSM_0003053683 8 459.75
DSM_0301075159 5 240.6
DSM_0225935481 35 213.771
DSM_0112625527 21 360.905
DSM_0062530061 27 150.63
DSM_0275771240 41 428.78
DSM_0035503402 20 528.25
DSM_0022813996 21 197.952
DSM_0055105848 25 105.68
DSM_0055050313 5 166.4
DSM_0254540578 37 187.946
DSM_0239752262 5 229.4
DSM_0011759840 15 376.533
DSM_0085651325 51 186.549
DSM_0460122782 34 672.176
DSM_0332618403 51 138
DSM_0271919283 177 873.435
DSM_0179835049 16 147.812
DSM_0009709700 14 389.143
DSM_0008333494 9 90.3333
DSM_0015058593 15 107.8
DSM_0279161548 5 285
DSM_0324210904 25 226.92
DSM_0104163982 48 121.75
DSM_0112266096 7 922.286
DSM_0167980150 49 248.898
DSM_0253469798 6 417.833
DSM_0320555285 9 254.556
DSM_0368761248 23 1059.3
DSM_0201156720 10 237.4
DSM_0229473320 21 751.571
DSM_0245564049 5 107
DSM_0462672439 20 311.65
DSM_0452799664 10 375.3
DSM_0405002690 23 145.261
DSM_0298482319 5 564
DSM_0342714616 7 218.429
DSM_0081548148 14 361.071
DSM_0204189356 10 568.7
DSM_0167629031 21 281.857
DSM_0126297937 88 94.6932
DSM_0237048617 47 723.957
DSM_0233959761 104 190.212
DSM_0016107662 11 267.727
DSM_0431938263 48 692.625
DSM_0481707865 61 412.574
DSM_0264155417 7 157
DSM_0056744688 7 220.857
DSM_0054391088 11 454.909
DSM_0278589012 20 651.4
DSM_0155136028 23 200.826
DSM_0132606055 2157 302.237
DSM_0199026021 44 206.886
DSM_0413515558 17 135.529
DSM_0345881976 41 788.927
DSM_0460127489 27 416.259
DSM_0168674088 220 370.173
DSM_0151808915 398 474.528
DSM_0008286762 13 246.692
DSM_0263958575 6 171.333
DSM_0303491445 29 167.241
DSM_0224912658 6 500.5
DSM_0082979977 56 326.893
DSM_0179577172 272 261.221
DSM_0498093163 13 489.077
DSM_0052149078 9 208.444
DSM_0102681694 6 149.167
DSM_0187857692 8 175.25
DSM_0092527602 9 562
DSM_0400384262 5 576.8
DSM_0271142239 11 137.182
DSM_0314137726 16 302.688
DSM_0356489563 14 493.571
DSM_0380252803 10 160.4
DSM_0406245536 7 190.571
DSM_0460477125 31 393
DSM_0222856281 6 98.8333
DSM_0391569033 5 226
DSM_0452672418 6 60.6667
DSM_0098676407 10 116.7
DSM_0467497070 83 538.084
DSM_0082171597 9 433.444
DSM_0404295232 14 631.786
DSM_0010799545 8 66.75
DSM_0338829279 32 394.594
DSM_0090878205 12 111.667
DSM_0305930569 8 394.25
DSM_0499626582 10 481.3
DSM_0484383334 24 119
DSM_0035921638 6 338.167
DSM_0340318775 34 242.794
DSM_0049152550 8 269.625
DSM_0317562454 153 331.667
DSM_0234787382 6 149.167
DSM_0164155337 6 353.5
DSM_0214034584 38 147.553
DSM_0076432232 65 231.108
DSM_0069257219 13 789.154
DSM_0337136629 40 261.575
DSM_0104635413 20 233.15
DSM_0053762357 18 240.722
DSM_0316847562 22 696.636
DSM_0327879474 21 713.667
DSM_0051342538 152 154.934
DSM_0359149960 9 510
DSM_0462545675 7 717.429
DSM_0355647053 90 316.7
DSM_0409720143 19 145.684
DSM_0485489168 6 122.667
DSM_0361276752 240 121.167
DSM_0014909340 40 150.825
DSM_0315411073 6 197.667
DSM_0252748755 11 493.273
DSM_0062097643 6 176.667
DSM_0322999920 113 497.593
DSM_0170470109 18 179.833
DSM_0025143013 13 415.077
DSM_0319602095 8 348.5
DSM_0128299559 5 307.8
DSM_0248890880 8 137.25
DSM_0042650595 5 94.4
DSM_0255256572 7 488.857
DSM_0073124489 11 465
DSM_0380938562 5 292.8
DSM_0365500458 76 922.474
DSM_0416671159 7 1244.57
DSM_0210535194 6 301.667
DSM_0239015319 8 122.125
DSM_0240702706 214 215.832
DSM_0161085348 9 114.667
DSM_0039810892 82 347.878
DSM_0055484518 20 154.1
DSM_0101125456 29 710.138
DSM_0152672068 15 215.067
DSM_0016641004 16 111.125
DSM_0121610737 8 618.5
DSM_0439800336 662 100.823
DSM_0331441894 24 253.917
DSM_0482036852 12 238.167
DSM_0223907209 53 321.962
DSM_0196109216 5 249.4
DSM_0435513685 8 196.75
DSM_0027108436 86 406.151
DSM_0409315703 10 142
DSM_0220068520 23 145.957
DSM_0023119709 5 154
DSM_0106815260 40 406.925
DSM_0431936300 10 672.8
DSM_0196744560 13 202.462
DSM_0017598392 83 199.072
DSM_0093722722 39 229.718
DSM_0501520291 5 285
DSM_0162583273 63 212.19
DSM_0267567912 141 303.014
DSM_0448246561 54 584.87
DSM_0196454343 25 309.36
DSM_0228239603 6 170.167
DSM_0365488033 6 153.833
DSM_0346034104 26 301.462
DSM_0491162074 7 509.429
DSM_0336247290 7 76.5714
DSM_0156963759 5 82.6
DSM_0199144872 18 264.722
DSM_0105209973 31 117.226
DSM_0184532560 9 234.778
DSM_0399252260 79 571.633
DSM_0076126434 6 390.667
DSM_0067883129 11 683
DSM_0396149198 7 298.286
DSM_0081080332 7 318
DSM_0183546887 15 115.533
DSM_0133314203 9 187.333
DSM_0223711239 32 486.75
DSM_0160041872 41 179.976
DSM_0486593882 5 323.6
DSM_0260291274 5 448.6
DSM_0232964383 5 193.6
DSM_0097755681 14 156
DSM_0158640251 8 531.75
DSM_0395707385 14 69.7857
DSM_0460788415 26 559.269
DSM_0115619031 18 187.722
DSM_0429003964 64 234.359
DSM_0243911976 8 61.5
DSM_0269955856 9 368
DSM_0467260009 7 172.286
DSM_0007256770 5 216.8
DSM_0199634978 27 649.815
DSM_0041475195 5 222
DSM_0175476350 147 233.939
DSM_0357166521 12 545.583
DSM_0249718973 21 286.762
DSM_0068655439 19 131.684
DSM_0150056832 7 332.714
DSM_0358577615 108 103.88
DSM_0201260998 26 189.308
DSM_0220349824 66 72.1515
DSM_0293283980 235 337.991
DSM_0320409811 7 580.857
DSM_0093950581 8 312.375
DSM_0211849245 40 350.525
DSM_0268066745 32 233.812
DSM_0223774591 13 162.077
DSM_0274639227 7 401.143
DSM_0080722011 15 86.3333
DSM_0233987544 18 257.556
DSM_0425574413 14 432.786
DSM_0173927186 13 426.308
DSM_0290742291 62 202.968
DSM_0066810206 24 255.208
DSM_0134196679 5 89
DSM_0215888086 8 90.75
DSM_0388832606 7 314.714
DSM_0020574961 8 69.5
DSM_0229501202 31 265.677
DSM_0188627494 17 736.235
DSM_0137852297 10 198.6
DSM_0401240785 20 131.65
DSM_0435473160 10 195.2
DSM_0140468823 107 182.15
DSM_0383602333 7 92.5714
DSM_0124478183 10 202.4
DSM_0309163464 64 396.734
DSM_0056337524 79 103.051
DSM_0176120578 29 322.241
DSM_0448149784 8 206.125
DSM_0378746041 11 468
DSM_0159756228 37 415.297
DSM_0022863562 25 74.2
DSM_0277007242 127 331.457
DSM_0344425551 7 123
DSM_0016282772 12 319.167
DSM_0438646956 40 191.75
DSM_0245833795 20 338.4
DSM_0152798865 159 200.849
DSM_0480275188 9 713.667
DSM_0290918836 6 234.333
DSM_0220506323 19 351.316
DSM_0326488681 11 118.364
DSM_0004544914 9 202.222
DSM_0142036919 479 150.355
DSM_0382683127 6 533.5
DSM_0083067980 8 347.875
DSM_0444957773 187 426.299
DSM_0165482984 30 364.567
DSM_0118413881 6 178.667
DSM_0360191784 120 131.083
DSM_0372757329 8 198.5
DSM_0451423592 8 254.5
DSM_0189342457 6 74
DSM_0409990653 14 104.071
DSM_0482617045 882 647.205
DSM_0209366010 7 117.714
DSM_0331036747 19 320.105
DSM_0048320152 503 302.974
DSM_0282767546 31 476.387
DSM_0008221045 9 72.5556
DSM_0498047437 10 229.6
DSM_0343591385 319 524.828
DSM_0405345229 5 74.6
DSM_0356328849 904 301.774
DSM_0423266204 12 279.833
DSM_0409307273 12 359.083
DSM_0381613271 6 201.5
DSM_0500572228 6 188.333
DSM_0300404092 13 264.692
DSM_0254827319 5 86.2
DSM_0018539776 7 235.857
DSM_0064294372 10 129
DSM_0500547441 46 118.435
DSM_0016368563 30 80.8
DSM_0055968284 11 372.727
DSM_0438850345 9 63
DSM_0248740564 7 99
DSM_0017601697 50 378.56
DSM_0322705780 14 349.857
DSM_0239838373 12 135.083
DSM_0364844313 11 100.091
DSM_0165824791 11 236.182
DSM_0231148957 30 210.1
DSM_0308812699 15 290.067
DSM_0132797339 19 467
DSM_0202680523 5 274
DSM_0491571805 6 191.333
DSM_0405849235 5 174.2
DSM_0286207701 9 432.111
DSM_0459935263 15 420.467
DSM_0209992140 6 183.833
DSM_0189722747 5 68.6
DSM_0473554751 36 136.25
DSM_0116672515 5 349.8
DSM_0261291082 19 250.316
DSM_0475579298 6 115
DSM_0460849896 12 291.5
DSM_0076737402 10 280.2
DSM_0495676492 10 84.1
DSM_0057474898 14 245.5
DSM_0417776618 60 190.617
DSM_0357943353 7 130.714
DSM_0136206771 5 250.6
DSM_0221774545 45 311.422
DSM_0352959432 29 202.379
DSM_0025729123 8 318.375
DSM_0435904389 16 342.875
DSM_0208074199 360 206.531
DSM_0465750966 291 203.924
DSM_0353158880 7 280.429
DSM_0139083293 9 111.333
DSM_0095880831 8 471
DSM_0314106901 6 677.5
DSM_0292156293 15 269.4
DSM_0189558003 47 388.511
DSM_0066723610 26 657.115
DSM_0318895924 15 254.2
DSM_0135333317 6 114.5
DSM_0501868281 13 220.846
DSM_0486841439 12 399.583
DSM_0442145479 21 182
DSM_0486799700 5 156.2
DSM_0312861010 5 135.8
DSM_0265497445 86 174.651
DSM_0310024521 5 164.6
DSM_0243554237 8 599.375
DSM_0495587606 45 234.8
DSM_0036498847 399 364.404
DSM_0392236895 15 174
DSM_0285208385 43 140.791
DSM_0238365811 9 213.444
DSM_0346189148 18 274.444
DSM_0474193327 7 425.571
DSM_0120406666 23 73.1304
DSM_0072408587 5 115.6
DSM_0013801373 449 631.165
DSM_0332619985 5 184.4
DSM_0254186247 153 644.039
DSM_0079392784 6 566.333
DSM_0436770737 33 532.273
DSM_0104991985 50 324.86
DSM_0398191385 36 264.722
DSM_0470816419 19 106.316
DSM_0213743927 46 159.652
DSM_0250726673 20 244.45
DSM_0221463047 6 638.333
DSM_0499740898 5 105.4
DSM_0396819195 24 226.625
DSM_0292159185 7 117
DSM_0293071147 11 161.455
DSM_0348976985 12 168.5
DSM_0159850928 15 402.533
DSM_0165526795 6 250.667
DSM_0296792091 6 254.167
DSM_0441928604 197 497.025
DSM_0259813902 19 483.684
DSM_0062712725 15 426.8
DSM_0437426697 14 416.571
DSM_0435247585 13 219.231
DSM_0013732058 37 428.108
DSM_0116992546 68 173.809
DSM_0170069623 28 183.857
DSM_0232982037 16 408.812
DSM_0463870566 12 207.417
DSM_0317078462 253 335.933
DSM_0133604990 100 413.98
DSM_0024926871 21 211.905
DSM_0248299699 26 141.615
DSM_0312363815 9 118.333
DSM_0030044202 39 304.59
DSM_0116294575 6 424.833
DSM_0009554056 33 149.909
DSM_0220958736 11 174.273
DSM_0423298092 7 187
DSM_0281997089 46 409.022
DSM_0016471755 9 748.111
DSM_0182868759 20 94.6
DSM_0432537390 5 248.8
DSM_0488853294 94 645.989
DSM_0068598638 55 287.182
DSM_0224632004 24 129
DSM_0060142245 50 180.52
DSM_0472979494 27 283.37
DSM_0244865574 10 257.4
DSM_0110449445 373 517.121
DSM_0298530344 15 130.467
DSM_0060020423 5 667.6
DSM_0028439400 7 763.714
DSM_0324812887 56 181.393
DSM_0301145209 40 110.475
DSM_0265104075 12 294.083
DSM_0130287329 8 91.125
DSM_0427401527 51 155.471
DSM_0357827789 85 156.424
DSM_0295431452 11 472
DSM_0212749419 8 173.375
DSM_0206354296 122 126.82
DSM_0434206218 60 106.583
DSM_0093150267 20 214.6
DSM_0195461941 15 619.133
DSM_0277032066 31 312
DSM_0106407331 122 354.18
DSM_0379622555 18 140.444
DSM_0382489958 9 280.778
DSM_0438606179 65 393.092
DSM_0235309095 22 358.636
DSM_0141595175 29 627.793
DSM_0315318716 54 209.241
DSM_0393767629 12 120.5
DSM_0449422532 5 212.6
DSM_0146348335 11 369.727
DSM_0383650723 58 224.638
DSM_0199469732 9 448.778
DSM_0014447890 19 151
DSM_0224054440 48 95.6875
DSM_0216285922 15 261.4
